,KS_score,GS76_score,rank_KS,rank_GS76,consensus_rank,emt_group
F1,-0.09711122211122211,1.3796938540893606,1602.0,1751.0,1676.5,Hybrid
F2,-0.11971361971361971,3.154667669229468,1423.0,2183.0,1803.0,M
F3,-0.16779054279054278,2.119312242116834,1041.5,1923.0,1482.25,E
F4,-0.1317848817848818,6.460251007318789,1345.0,2856.0,2100.5,M
F5,0.14914252414252413,-3.7750558932930858,2525.0,704.0,1614.5,Hybrid
F6,0.19696969696969696,-2.270780532688917,2828.0,957.0,1892.5,M
F7,0.2343073593073593,-5.689167698111383,2973.0,476.0,1724.5,M
F8,0.3723776223776224,-12.784913175520423,3196.0,113.0,1654.5,Hybrid
F9,-0.13594738594738595,5.058094295375248,1303.0,2587.0,1945.0,M
F10,0.16558441558441558,-3.3998909674362636,2643.0,767.0,1705.0,Hybrid
F11,0.1324092574092574,-0.07980897706328705,2363.0,1400.0,1881.5,M
F12,-0.34944222444222445,6.972298120086826,197.5,2934.0,1565.75,E
F13,0.3427822177822178,-11.631737625850324,3177.0,143.0,1660.0,Hybrid
F14,-0.13353313353313354,1.883249249373577,1324.0,1869.0,1596.5,Hybrid
F15,0.1357808857808858,-0.959747065214664,2394.0,1198.0,1796.0,M
F16,0.22702297702297702,-4.951337619057291,2941.5,545.0,1743.25,M
F17,0.09894272394272394,-0.2136689018507525,1920.5,1369.0,1644.75,Hybrid
F18,0.20246420246420246,-3.1827740938407416,2860.5,802.0,1831.25,M
F19,-0.20512820512820512,3.602805065204741,810.5,2278.0,1544.25,E
F20,0.13657176157176157,-0.8822146783484328,2403.0,1212.0,1807.5,M
F21,-0.2688145188145188,1.3420178173402206,453.0,1739.0,1096.0,E
F22,0.17091242091242093,-5.985368096490028,2685.0,435.0,1560.0,E
F23,-0.2813436563436563,7.118151994671436,394.0,2953.0,1673.5,Hybrid
F24,-0.09111721611721611,2.5247892261781573,1631.0,2029.0,1830.0,M
F25,-0.22847985347985347,9.879985763756714,658.0,3210.0,1934.0,M
F26,0.18298368298368298,-8.096827128786103,2771.5,297.0,1534.25,E
F27,-0.1346153846153846,3.5185407301416873,1312.0,2254.0,1783.0,M
F28,-0.14960039960039961,4.315116291262683,1189.5,2431.0,1810.25,M
F29,-0.12479187479187479,0.9860131003285275,1395.0,1640.0,1517.5,E
F30,0.09253246753246754,0.44262256484343965,1842.0,1520.0,1681.0,Hybrid
F31,-0.24084249084249085,7.275641477172854,598.0,2973.0,1785.5,M
F32,-0.1995920745920746,3.0913738259805115,840.0,2168.0,1504.0,E
F33,-0.1510989010989011,5.647254426264958,1170.0,2719.0,1944.5,M
F34,-0.12404262404262405,2.2804899503206357,1401.5,1966.0,1683.75,Hybrid
F35,-0.28846153846153844,10.66339055069971,366.5,3225.0,1795.75,M
F36,-0.26985514485514484,4.8670511506540635,443.5,2548.0,1495.75,E
F37,0.10056610056610056,-4.468244931988224,1943.5,611.0,1277.25,E
F38,-0.2077922077922078,3.847467602254241,783.0,2336.0,1559.5,E
F39,-0.18906093906093907,2.4526122032415216,901.5,2010.0,1455.75,E
F40,0.08345820845820846,0.02642626898796152,1764.5,1421.0,1592.75,Hybrid
F41,0.1145937395937396,-0.12567918724921867,2128.0,1388.0,1758.0,M
F42,0.0964035964035964,0.6967727180044534,1894.5,1575.0,1734.75,M
F43,-0.10110722610722611,6.118857643635707,1569.5,2802.0,2185.75,M
F44,-0.09648684648684648,3.000577578321071,1606.0,2141.0,1873.5,M
F45,-0.1302863802863803,3.691950720143325,1351.5,2298.0,1824.75,M
F46,-0.21524309024309024,8.029002668656112,737.0,3060.0,1898.5,M
F47,-0.14335664335664336,2.5440193818978116,1235.5,2037.0,1636.25,Hybrid
F48,0.1466866466866467,1.0378767535228093,2503.0,1657.0,2080.0,M
F49,-0.09798534798534798,-0.7802498937785174,1599.0,1235.0,1417.0,E
F50,0.1083083583083583,-2.115947035188178,2047.5,984.0,1515.75,E
F51,0.38815351315351315,-11.922234850047492,3212.0,136.0,1674.0,Hybrid
F52,0.11634199134199134,-0.7706783397935126,2153.5,1237.0,1695.25,Hybrid
F53,0.10576923076923077,0.48019165516630835,2011.5,1528.0,1769.75,M
F54,0.11484348984348984,-4.484363473070076,2132.0,609.0,1370.5,E
F55,0.15451215451215453,-6.557979680338754,2567.0,405.0,1486.0,E
F56,0.10056610056610056,1.8123909866142611,1943.5,1850.0,1896.75,M
F57,-0.2037962037962038,-0.06575849634461406,821.5,1402.0,1111.75,E
F58,0.1622960372960373,-4.8794691020301,2619.5,556.0,1587.75,Hybrid
F59,0.13761238761238762,-4.514315348552522,2413.5,604.0,1508.75,E
F60,0.11426073926073926,-1.1868682552912801,2120.5,1144.0,1632.25,Hybrid
F61,-0.08999333999334,-2.3764235170940182,1636.0,933.0,1284.5,E
F62,0.10651848151848152,-0.6950779254313062,2019.0,1255.0,1637.0,Hybrid
F63,0.09328171828171829,-3.301335670629797,1854.0,782.0,1318.0,E
F64,-0.32163669663669664,7.737231756668287,264.5,3033.0,1648.75,Hybrid
F65,-0.14976689976689977,2.45144776816538,1184.0,2009.0,1596.5,Hybrid
F66,-0.14115051615051616,3.977467067539358,1253.0,2370.0,1811.5,M
F67,-0.14602064602064602,3.0076629397099524,1218.0,2144.0,1681.0,Hybrid
F68,-0.33516483516483514,8.944056410437256,229.5,3132.0,1680.75,Hybrid
F69,-0.1796953046953047,5.391891815613171,961.5,2674.0,1817.75,M
F70,-0.22286047286047286,6.485086550027866,685.0,2864.0,1774.5,M
F71,0.10593573093573093,0.8665748966444866,2014.5,1616.0,1815.25,M
F72,-0.20646020646020646,1.3817081747120241,799.0,1752.0,1275.5,E
F73,0.20217282717282717,2.1158897161505905,2858.0,1921.0,2389.5,M
F74,-0.26165501165501165,5.3142620867755,492.0,2651.0,1571.5,E
F75,-0.2157009657009657,1.5795036335048707,732.0,1798.0,1265.0,E
F76,-0.3501914751914752,10.8333337628845,196.0,3235.0,1715.5,Hybrid
F77,0.22777222777222778,-7.928128697671664,2945.0,310.0,1627.5,Hybrid
F78,-0.12699800199800199,3.342336686179806,1378.0,2227.0,1802.5,M
F79,-0.38873626373626374,7.912142989650754,119.0,3046.0,1582.5,Hybrid
F80,0.234015984015984,-5.161068519304422,2969.5,520.0,1744.75,M
F81,-0.1804029304029304,3.9044202598766233,955.0,2353.0,1654.0,Hybrid
F82,0.2326839826839827,-12.2221270176091,2966.0,125.0,1545.5,E
F83,0.09894272394272394,-0.5571187128294923,1920.5,1287.0,1603.75,Hybrid
F84,-0.1374042624042624,4.597919881390055,1282.5,2499.0,1890.75,M
F85,0.19443056943056944,-4.778844360416464,2819.0,565.0,1692.0,Hybrid
F86,0.08866133866133866,-2.5568846872605917,1808.0,906.0,1357.0,E
F87,-0.10872460872460872,2.98412528880619,1520.0,2137.0,1828.5,M
F88,0.24383949383949383,-11.726102471448641,2999.5,140.0,1569.75,E
F89,0.23297535797535798,-9.680849463835493,2967.5,208.0,1587.75,Hybrid
F90,-0.17162004662004662,8.185580490932537,1014.0,3074.0,2044.0,M
F91,-0.19247419247419248,5.232812562388418,884.0,2619.0,1751.5,M
F92,-0.14976689976689977,2.1370416316924334,1184.0,1927.0,1555.5,E
F93,-0.2368048618048618,6.573987254470488,622.0,2877.0,1749.5,M
F94,-0.3946886446886447,9.104858193640908,111.5,3149.0,1630.25,Hybrid
F95,-0.34082584082584083,4.4971561468617836,219.0,2474.0,1346.5,E
F96,0.11588411588411589,2.2592485814779266,2148.0,1956.0,2052.0,M
F97,0.270021645021645,-10.760476561877311,3068.0,166.0,1617.0,Hybrid
F98,0.28650516150516153,-16.546436710702487,3099.0,66.0,1582.5,Hybrid
F99,0.10414585414585414,2.5167525083330347,1993.5,2027.0,2010.25,M
F100,0.09299034299034299,-0.6337619657055029,1847.0,1265.0,1556.0,E
F101,0.10368797868797869,-1.604368525942455,1991.0,1065.0,1528.0,E
F102,-0.13324175824175824,2.3481081220381554,1328.0,1990.0,1659.0,Hybrid
F103,-0.1389027639027639,1.456472136356389,1270.5,1770.0,1520.25,E
F104,0.08703796203796203,-3.1391519910278234,1788.5,810.0,1299.25,E
F105,0.0964035964035964,-1.4851545537231559,1894.5,1088.0,1491.25,E
F106,0.10576923076923077,-4.485708936580828,2011.5,608.0,1309.75,E
F107,0.25187312687312685,-3.865324888653511,3026.0,684.0,1855.0,M
F108,-0.12092074592074592,1.6766648735820269,1415.5,1826.0,1620.75,Hybrid
F109,-0.18115218115218115,2.924176698638341,947.0,2122.0,1534.5,E
F110,0.132992007992008,-5.161885569043918,2366.0,519.0,1442.5,E
F111,0.21124708624708624,-10.032305261492162,2899.5,186.0,1542.75,E
F112,-0.2572011322011322,1.8417305063659484,522.0,1861.0,1191.5,E
F113,0.1295787545787546,-5.2314669197250225,2320.0,512.0,1416.0,E
F114,0.10918248418248418,1.4867949849431028,2064.5,1776.0,1920.25,M
F115,-0.17016317016317017,1.7250060730371217,1026.0,1840.0,1433.0,E
F116,-0.12995337995337997,3.807826813491701,1358.0,2327.0,1842.5,M
F117,0.08974358974358974,-2.579145219790199,1812.0,900.0,1356.0,E
F118,-0.26610889110889113,6.42856182229103,469.0,2849.0,1659.0,Hybrid
F119,-0.23834498834498835,3.008141171409548,615.0,2145.0,1380.0,E
F120,0.09224109224109224,1.8279430312547476,1837.5,1859.0,1848.25,M
F121,-0.2557026307026307,4.865878839691028,527.0,2547.0,1537.0,E
F122,0.11738261738261738,1.6501952895487193,2167.5,1814.0,1990.75,M
F123,0.198010323010323,-6.953386467922098,2837.0,377.0,1607.0,Hybrid
F124,-0.1786130536130536,6.125765355786335,969.0,2804.0,1886.5,M
F125,0.10939060939060939,-1.2223214307946577,2070.0,1131.0,1600.5,Hybrid
F126,-0.09860972360972362,4.320914578899924,1593.0,2433.0,2013.0,M
F127,0.13166000666000666,0.3399406212934579,2354.5,1498.0,1926.25,M
F128,0.14743589743589744,-4.219713738097809,2512.5,642.0,1577.25,E
F129,0.3301282051282051,-11.674857316697569,3167.0,141.0,1654.0,Hybrid
F130,-0.2224025974025974,4.567448961964068,688.0,2495.0,1591.5,Hybrid
F131,-0.31077256077256077,7.021445039904783,290.5,2944.0,1617.25,Hybrid
F132,0.1744921744921745,-4.304146926639248,2704.5,629.0,1666.75,Hybrid
F133,-0.15184815184815184,-2.4349670429840202,1163.0,921.0,1042.0,E
F134,-0.11792374292374293,4.741840413745052,1442.0,2524.0,1983.0,M
F135,-0.29707792207792205,5.216001326118011,332.5,2615.0,1473.75,E
F136,0.2037962037962038,-6.670401240411255,2871.0,401.0,1636.0,Hybrid
F137,-0.15334665334665334,2.2833935023378373,1151.0,1969.0,1560.0,E
F138,-0.4086746586746587,6.9414444896198475,85.5,2929.0,1507.25,E
F139,-0.34648684648684647,6.587440642801127,207.0,2880.0,1543.5,E
F140,-0.17803030303030304,6.262598137844897,970.5,2823.0,1896.75,M
F141,-0.14872627372627373,2.6437102552766447,1200.5,2052.0,1626.25,Hybrid
F142,0.25395437895437895,-9.153816351457909,3033.5,233.0,1633.25,Hybrid
F143,0.24696137196137197,-8.253891804900658,3008.0,287.0,1647.5,Hybrid
F144,0.15084915084915085,-2.5714612713156413,2538.0,902.0,1720.0,M
F145,-0.11305361305361306,1.2468007609555727,1480.5,1711.0,1595.75,Hybrid
F146,0.09744422244422245,-2.1145424404014506,1904.5,985.0,1444.75,E
F147,0.1071012321012321,-4.207495229109064,2028.0,645.0,1336.5,E
F148,-0.23101898101898102,6.1463116664045,635.5,2808.0,1721.75,M
F149,0.25395437895437895,-7.126659514544308,3033.5,365.0,1699.25,Hybrid
F150,0.23414085914085914,-3.615954753149076,2971.0,733.0,1852.0,M
F151,0.10310522810522811,1.9163214557231711,1982.0,1886.0,1934.0,M
F152,0.09194971694971694,3.044087954106324,1833.5,2154.0,1993.75,M
F153,-0.30898268398268397,3.3601384862268233,298.5,2230.0,1264.25,E
F154,0.21615884115884115,-2.351150382209532,2912.5,941.0,1926.75,M
F155,0.20425407925407926,-4.396246110567496,2873.5,621.0,1747.25,M
F156,-0.10693473193473194,1.8132323696935373,1532.0,1851.0,1691.5,Hybrid
F157,0.1371128871128871,-1.6999970529725843,2410.0,1049.0,1729.5,M
F158,0.1207958707958708,-0.2289190977521045,2212.0,1367.0,1789.5,M
F159,-0.12891275391275392,-0.04878927723133586,1364.0,1403.0,1383.5,E
F160,-0.12475024975024974,2.5581422187826917,1396.0,2040.0,1718.0,M
F161,0.11692474192474192,1.6048817976947802,2158.5,1806.0,1982.25,M
F162,-0.35764235764235763,7.325753510702874,178.5,2979.0,1578.75,Hybrid
F163,-0.4001831501831502,9.671010703884079,100.0,3192.0,1646.0,Hybrid
F164,0.15276390276390275,-2.2780164352177295,2553.0,953.0,1753.0,M
F165,0.1513070263070263,-2.717912880016911,2540.5,873.0,1706.75,Hybrid
F166,0.17673992673992675,-5.913113974779925,2725.0,451.0,1588.0,Hybrid
F167,0.2226939726939727,-9.205076055480067,2929.0,228.0,1578.5,Hybrid
F168,0.12466699966699966,0.26762714463868065,2258.0,1480.0,1869.0,M
F169,0.1533882783882784,1.5216251325211445,2558.0,1786.0,2172.0,M
F170,-0.37341824841824844,7.256158722097979,138.5,2971.0,1554.75,E
F171,0.26673326673326675,-10.281532945407367,3062.5,179.0,1620.75,Hybrid
F172,-0.1262903762903763,3.7787249486254453,1382.5,2318.0,1850.25,M
F173,0.2692723942723943,-10.499443314609781,3067.0,176.0,1621.5,Hybrid
F174,0.09461371961371962,-3.69241823576003,1876.0,718.0,1297.0,E
F175,-0.26465201465201466,6.501603204162379,477.0,2865.0,1671.0,Hybrid
F176,-0.1714951714951715,-1.1239803881148447,1015.0,1158.0,1086.5,E
F177,0.128996003996004,2.6478096670457703,2307.0,2056.0,2181.5,M
F178,0.14743589743589744,-5.748356595869637,2512.5,469.0,1490.75,E
F179,-0.14173326673326672,1.5006001326700016,1252.0,1781.0,1516.5,E
F180,-0.11721611721611722,-1.3409866946325764,1446.0,1112.0,1279.0,E
F181,-0.23871961371961373,10.18664618590715,610.0,3216.0,1913.0,M
F182,0.11292873792873794,-0.7594421922103223,2103.0,1240.0,1671.5,Hybrid
F183,0.08807858807858808,-1.1787683765392956,1801.0,1145.0,1473.0,E
F184,0.16674991674991674,-4.041574452618335,2651.5,663.0,1657.25,Hybrid
F185,0.1272061272061272,-1.5960370160711292,2285.5,1068.0,1676.75,Hybrid
F186,0.10518648018648019,-0.8554285999603479,2003.5,1222.0,1612.75,Hybrid
F187,-0.14993339993339994,4.0324823200489845,1179.5,2380.0,1779.75,M
F188,0.08807858807858808,1.718050697771595,1801.0,1837.0,1819.0,M
F189,-0.29395604395604397,3.777649969544399,348.0,2317.0,1332.5,E
F190,0.2065018315018315,-7.857483945526649,2880.0,316.0,1598.0,Hybrid
F191,-0.20454545454545456,5.633298693478352,815.5,2715.0,1765.25,M
F192,0.11147186147186147,-1.9938583940288481,2091.5,1005.0,1548.25,E
F193,-0.17715617715617715,4.306554443887457,979.5,2429.0,1704.25,Hybrid
F194,0.10056610056610056,-1.046088446450213,1943.5,1177.0,1560.25,E
F195,0.14993339993339994,-3.2701905114548424,2531.0,788.0,1659.5,Hybrid
F196,0.1756993006993007,-2.9294123821625675,2713.0,849.0,1781.0,M
F197,0.38278388278388276,-15.632882454675844,3206.5,77.0,1641.75,Hybrid
F198,-0.16508491508491507,6.460341541875401,1062.0,2857.0,1959.5,M
F199,0.11113886113886114,-3.1108807355884025,2086.5,818.0,1452.25,E
F200,0.13582251082251082,-8.14308147296585,2395.0,293.0,1344.0,E
F201,0.24725274725274726,-7.682441700092163,3009.0,331.0,1670.0,Hybrid
F202,0.2343073593073593,-4.746086705547405,2973.0,574.0,1773.5,M
F203,0.4554195804195804,-21.42141145013782,3237.0,39.0,1638.0,Hybrid
F204,-0.15184815184815184,1.6531113472416337,1163.0,1816.0,1489.5,E
F205,0.20025807525807526,-2.1492666961202787,2853.0,974.0,1913.5,M
F206,-0.10485347985347986,0.23378012050588381,1546.0,1473.0,1509.5,E
F207,0.10593573093573093,0.7879700517231498,2014.5,1592.0,1803.25,M
F208,0.11559274059274059,-0.14539707901835897,2144.0,1381.0,1762.5,M
F209,-0.32400932400932403,5.151369218987661,255.0,2606.0,1430.5,E
F210,0.13553113553113552,-1.3626948957750002,2390.0,1108.0,1749.0,M
F211,-0.11313686313686314,1.848218655405958,1479.0,1862.0,1670.5,Hybrid
F212,-0.10481185481185482,-3.0838101934763458,1547.5,823.0,1185.25,E
F213,-0.2127039627039627,7.618085648075088,754.0,3014.0,1884.0,M
F214,-0.1555944055944056,4.396942831922857,1130.0,2448.0,1789.0,M
F215,-0.20408757908757907,3.312342420351115,819.0,2221.0,1520.0,E
F216,-0.3841158841158841,8.389926814158798,126.0,3094.0,1610.0,Hybrid
F217,-0.1125957375957376,3.048755734988042,1485.5,2155.0,1820.25,M
F218,0.15126540126540128,-5.082850976019209,2539.0,527.0,1533.0,E
F219,0.12258574758574758,0.7538993511940575,2230.5,1584.0,1907.25,M
F220,0.1809024309024309,-3.8461848529829865,2761.0,689.0,1725.0,M
F221,-0.13965201465201466,2.1023367619339126,1264.5,1916.0,1590.25,Hybrid
F222,-0.3568931068931069,5.259244071865801,181.0,2628.0,1404.5,E
F223,0.09773559773559773,0.8703021445679724,1908.5,1617.0,1762.75,M
F224,0.12362637362637363,-2.092268943208836,2242.0,990.0,1616.0,Hybrid
F225,-0.3661338661338661,5.233311503951747,156.0,2621.0,1388.5,E
F226,0.22569097569097568,-4.820811063492322,2937.0,561.0,1749.0,M
F227,0.1699134199134199,-1.482310747162316,2679.0,1092.0,1885.5,M
F228,-0.08204295704295704,2.279241932217623,1674.0,1963.0,1818.5,M
F229,-0.20496170496170496,2.9931335192089534,812.5,2139.0,1475.75,E
F230,0.11143023643023643,-2.803010441662586,2089.0,865.0,1477.0,E
F231,0.16021478521478522,-3.360560427398262,2606.0,771.0,1688.5,Hybrid
F232,0.1297036297036297,-8.03660942269724,2325.0,305.0,1315.0,E
F233,-0.12387612387612387,3.1778117758342503,1403.5,2190.0,1796.75,M
F234,0.08836996336996338,1.174107032279089,1805.5,1689.0,1747.25,M
F235,-0.26552614052614054,7.3067760436148745,471.5,2975.0,1723.25,M
F236,0.2343073593073593,-3.40337500688031,2973.0,765.0,1869.0,M
F237,-0.26985514485514484,2.5902814873130495,443.5,2046.0,1244.75,E
F238,-0.07504995004995005,-2.1650841954427307,1684.0,971.0,1327.5,E
F239,0.10418747918747918,-3.5663378182496857,1995.0,743.0,1369.0,E
F240,0.14027639027639027,-9.06394367045137,2449.0,239.0,1344.0,E
F241,0.29383116883116883,-15.811945960569851,3113.0,74.0,1593.5,Hybrid
F242,-0.42861305361305363,11.463758624182475,64.5,3245.0,1654.75,Hybrid
F243,0.10218947718947718,-9.53873055630405,1970.5,215.0,1092.75,E
F244,0.11068098568098568,-0.8856135755985264,2081.5,1211.0,1646.25,Hybrid
F245,-0.2037962037962038,7.795410132623232,821.5,3038.0,1929.75,M
F246,-0.2214868464868465,5.595770812117273,695.5,2706.0,1700.75,Hybrid
F247,-0.3723776223776224,4.201770688071143,141.0,2412.0,1276.5,E
F248,-0.08907758907758907,0.39250453647841255,1643.0,1513.0,1578.0,Hybrid
F249,-0.1796953046953047,4.961804404812476,961.5,2567.0,1764.25,M
F250,-0.30452880452880454,5.550990873997534,313.5,2695.0,1504.25,E
F251,0.07854645354645355,1.565852654013085,1744.5,1796.0,1770.25,M
F252,-0.22743922743922743,4.691055743589757,664.0,2514.0,1589.0,Hybrid
F253,0.12391774891774891,-1.9793695419573183,2246.0,1009.0,1627.5,Hybrid
F254,0.44126706626706624,-18.221059045378958,3235.0,54.0,1644.5,Hybrid
F255,-0.14739427239427239,3.999062129052632,1209.0,2371.0,1790.0,M
F256,0.14073426573426573,-2.687190153989391,2456.0,881.0,1668.5,Hybrid
F257,0.2348901098901099,-4.242198696454636,2975.5,637.0,1806.25,M
F258,0.13848651348651347,-5.24982058595581,2431.5,510.0,1470.75,E
F259,0.09461371961371962,-1.5249978941679316,1876.0,1076.0,1476.0,E
F260,0.10472860472860474,-0.5990353451292734,2000.0,1278.0,1639.0,Hybrid
F261,0.08737096237096237,-0.41072393454623324,1795.0,1321.0,1558.0,E
F262,0.125999000999001,-3.2165118856966615,2273.5,797.0,1535.25,E
F263,0.14131701631701632,-0.995975075433364,2461.0,1184.0,1822.5,M
F264,-0.3582251082251082,8.69867338704018,176.0,3116.0,1646.0,Hybrid
F265,-0.2706043956043956,6.103454690610391,442.0,2800.0,1621.0,Hybrid
F266,-0.24766899766899766,2.286932687616684,577.5,1972.0,1274.75,E
F267,0.39485514485514484,-12.182986832157358,3214.0,129.0,1671.5,Hybrid
F268,0.09698634698634699,1.5022320503706013,1898.0,1782.0,1840.0,M
F269,0.11738261738261738,0.32820601863563326,2167.5,1496.0,1831.75,M
F270,-0.1955960705960706,3.0786037418865604,866.0,2161.0,1513.5,E
F271,-0.21553446553446554,7.984225547752665,733.5,3058.0,1895.75,M
F272,0.10964035964035965,-0.8866571032934942,2073.0,1210.0,1641.5,Hybrid
F273,0.19026806526806528,-4.75885385409002,2795.5,570.0,1682.75,Hybrid
F274,-0.10768398268398269,-1.1145274914614092,1525.0,1162.0,1343.5,E
F275,0.24962537462537462,-7.97173211118735,3018.0,309.0,1663.5,Hybrid
F276,0.07688145188145189,0.6310334151441523,1738.0,1563.0,1650.5,Hybrid
F277,-0.3055694305694306,7.03978064937791,310.0,2947.0,1628.5,Hybrid
F278,0.1702047952047952,-6.599386192792068,2680.5,402.0,1541.25,E
F279,-0.11646686646686646,0.40148822234767323,1449.0,1517.0,1483.0,E
F280,-0.2621128871128871,6.439644502605894,490.0,2852.0,1671.0,Hybrid
F281,0.12021312021312021,0.9063018358230792,2202.0,1627.0,1914.5,M
F282,-0.1334082584082584,3.7856214912057453,1325.5,2323.0,1824.25,M
F283,-0.19172494172494173,4.647680879814992,888.0,2508.0,1698.0,Hybrid
F284,0.13557276057276058,-4.081381105964752,2393.0,659.0,1526.0,E
F285,-0.3106060606060606,5.1263399471134505,292.0,2600.0,1446.0,E
F286,-0.25083250083250086,6.837822230370286,562.0,2921.0,1741.5,M
F287,0.10593573093573093,0.2117681645233489,2014.5,1468.0,1741.25,M
F288,-0.0924908424908425,3.7529750492846077,1623.0,2312.0,1967.5,M
F289,-0.20317182817182816,6.82594366242062,824.5,2920.0,1872.25,M
F290,0.13628038628038627,0.3041460816457331,2399.0,1488.0,1943.5,M
F291,-0.08562271062271062,0.4495355104310548,1661.0,1521.0,1591.0,Hybrid
F292,-0.19663669663669664,3.0097949371761104,857.0,2146.0,1501.5,E
F293,0.2134948384948385,-8.711784772534767,2905.0,255.0,1580.0,Hybrid
F294,0.09045121545121546,0.7256051962722552,1820.5,1578.0,1699.25,Hybrid
F295,-0.1605061605061605,3.2378333269472037,1099.5,2200.0,1649.75,Hybrid
F296,-0.26107226107226106,4.211887101450024,495.5,2413.0,1454.25,E
F297,-0.07400932400932402,-4.810293054704495,1685.0,562.0,1123.5,E
F298,-0.3214701964701965,10.795171796299869,266.5,3231.0,1748.75,M
F299,0.10264735264735264,1.364112223180122,1973.5,1748.0,1860.75,M
F300,-0.32205294705294707,8.410042935271463,262.0,3097.0,1679.5,Hybrid
F301,-0.09977522477522477,2.98120251849636,1582.5,2136.0,1859.25,M
F302,0.13702963702963702,-0.5893534953995285,2408.0,1279.0,1843.5,M
F303,-0.13011988011988013,2.7872977725940515,1355.0,2088.0,1721.5,M
F304,-0.33204295704295705,5.862021328340582,238.5,2768.0,1503.25,E
F305,0.1170912420912421,-0.3992974857830518,2161.5,1327.0,1744.25,M
F306,0.31093906093906093,-12.33691482305517,3138.0,121.0,1629.5,Hybrid
F307,0.09715284715284715,-0.5544374358036279,1900.0,1288.0,1594.0,Hybrid
F308,-0.17744755244755245,2.4010352106985593,976.0,1997.0,1486.5,E
F309,0.1264985014985015,-1.5338827571935099,2278.5,1074.0,1676.25,Hybrid
F310,0.14652014652014653,-3.5079556171812314,2501.0,752.0,1626.5,Hybrid
F311,0.09894272394272394,0.047867695050769044,1920.5,1428.0,1674.25,Hybrid
F312,0.13940226440226441,-0.4023349362499573,2443.0,1325.0,1884.0,M
F313,-0.11600899100899101,2.3129840948660885,1453.5,1980.0,1716.75,Hybrid
F314,-0.5461621711621711,11.664366284989164,7.0,3251.0,1629.0,Hybrid
F315,0.24175824175824176,-8.546352472477608,2991.5,270.0,1630.75,Hybrid
F316,-0.12758075258075258,0.48969483165673466,1371.0,1529.0,1450.0,E
F317,-0.1525974025974026,0.7689835275554557,1157.0,1589.0,1373.0,E
F318,0.17644855144855146,-0.48604195718707643,2721.0,1301.0,2011.0,M
F319,-0.07967032967032966,1.610187588271323,1680.0,1807.0,1743.5,M
F320,-0.40792540792540793,10.74345701795199,87.0,3229.0,1658.0,Hybrid
F321,0.340992340992341,-13.315568773518393,3176.0,103.0,1639.5,Hybrid
F322,-0.19114219114219114,1.7668265355666293,890.0,1844.0,1367.0,E
F323,0.09194971694971694,-2.3547314456636883,1833.5,940.0,1386.75,E
F324,-0.2711871461871462,7.627538144926966,437.5,3015.0,1726.25,M
F325,-0.2828005328005328,-2.5109969516354838,386.0,915.0,650.5,E
F326,-0.20837495837495837,4.002721111803616,780.0,2373.0,1576.5,E
F327,0.0862887112887113,-2.56918025509723,1782.5,903.0,1342.75,E
F328,-0.14801864801864803,5.767234451046335,1205.5,2749.0,1977.25,M
F329,-0.25124875124875123,7.314307789189208,559.5,2976.0,1767.75,M
F330,-0.1334082584082584,-6.504892065668201,1325.5,407.0,866.25,E
F331,0.10801698301698302,-3.4845199475060937,2041.5,753.0,1397.25,E
F332,-0.36134698634698637,9.072134026085863,169.0,3146.0,1657.5,Hybrid
F333,0.13478188478188477,-3.6181953897347867,2379.5,732.0,1555.75,E
F334,0.13016150516150515,-1.7066448363618534,2332.0,1048.0,1690.0,Hybrid
F335,0.12466699966699966,-2.9251901070585973,2258.0,850.0,1554.0,E
F336,0.16183816183816183,-5.659666831641893,2614.0,478.0,1546.0,E
F337,0.07854645354645355,2.4158208079463677,1744.5,1999.0,1871.75,M
F338,0.07575757575757576,-2.56075952336829,1734.0,904.0,1319.0,E
F339,-0.11097236097236098,1.8950562159454023,1501.5,1877.0,1689.25,Hybrid
F340,-0.17715617715617715,4.4401112244865,979.5,2460.0,1719.75,M
F341,0.24396436896436896,-8.089521845239098,3001.0,300.0,1650.5,Hybrid
F342,0.09773559773559773,0.18176293587087855,1908.5,1456.0,1682.25,Hybrid
F343,0.28267565767565767,-8.465646297934981,3092.0,275.0,1683.5,Hybrid
F344,-0.13295038295038294,1.6659273476053613,1333.5,1822.0,1577.75,E
F345,0.23014485514485514,-6.40968388388071,2957.0,413.0,1685.0,Hybrid
F346,-0.2747668997668998,3.7186408053885813,421.0,2306.0,1363.5,E
F347,-0.09082584082584083,2.7753145139272064,1633.0,2083.0,1858.0,M
F348,-0.11063936063936064,0.8959389926831491,1504.5,1625.0,1564.75,E
F349,0.10293872793872794,0.1968530544364242,1978.5,1461.0,1719.75,M
F350,0.24741924741924742,-7.6438057068318415,3010.5,334.0,1672.25,Hybrid
F351,0.1297036297036297,-2.647069879736776,2325.0,885.0,1605.0,Hybrid
F352,0.07126207126207126,0.7409028807012561,1715.0,1581.0,1648.0,Hybrid
F353,0.11605061605061605,2.5655071853708407,2150.5,2041.0,2095.75,M
F354,-0.14935064935064934,2.782000928591792,1195.0,2086.0,1640.5,Hybrid
F355,0.0862887112887113,0.07601961203608454,1782.5,1431.0,1606.75,Hybrid
F356,0.10414585414585414,-0.4143606241194462,1993.5,1318.0,1655.75,Hybrid
F357,-0.16063103563103562,0.9753068788876362,1098.0,1637.0,1367.5,E
