,KS_score,GS76_score,rank_KS,rank_GS76,consensus_rank,emt_group
F1600,-0.1364052614052614,4.177673954559189,1295.0,2404.0,1849.5,M
F1601,0.1725774225774226,-4.054635977871463,2691.5,662.0,1676.75,Hybrid
F1602,0.12408424908424909,-5.882699151341434,2249.0,455.0,1352.0,E
F1603,-0.322968697968698,9.701254477197033,258.5,3195.0,1726.75,M
F1604,0.2848817848817849,-12.139560104718974,3096.0,131.0,1613.5,Hybrid
F1605,-0.21287046287046288,6.028717569745943,752.5,2791.0,1771.75,M
F1606,-0.156010656010656,2.180633382403215,1124.5,1937.0,1530.75,E
F1607,0.29366466866466867,-9.679108083507774,3112.0,209.0,1660.5,Hybrid
F1608,-0.39885114885114886,8.88756880859507,103.0,3128.0,1615.5,Hybrid
F1609,0.1714951714951715,-5.9505336790991805,2687.0,444.0,1565.5,E
F1610,0.15576090576090576,-4.2430849626519915,2575.0,635.0,1605.0,Hybrid
F1611,-0.5116550116550117,10.481497812974027,17.0,3223.0,1620.0,Hybrid
F1612,0.5588161838161838,-27.32504405586281,3255.0,30.0,1642.5,Hybrid
F1613,0.22956210456210457,-7.854556946725825,2955.0,317.0,1636.0,Hybrid
F1614,-0.4086746586746587,7.549649491854346,85.5,3011.0,1548.25,E
F1615,-0.3685064935064935,8.012795818079816,147.5,3059.0,1603.25,Hybrid
F1616,-0.25274725274725274,7.497013382639899,549.0,3001.0,1775.0,M
F1617,-0.11896436896436896,-1.1581985644131194,1431.5,1151.0,1291.25,E
F1618,-0.14560439560439561,4.151097872472334,1221.0,2398.0,1809.5,M
F1619,-0.08445720945720946,-1.6427293261972764,1666.5,1057.0,1361.75,E
F1620,0.0653096903096903,1.016469630422101,1705.0,1651.0,1678.0,Hybrid
F1621,-0.2544122544122544,4.26488071831249,533.0,2422.0,1477.5,E
F1622,0.2676073926073926,-13.286897625227198,3065.0,104.0,1584.5,Hybrid
F1623,0.12229437229437229,-0.9763917157279991,2227.0,1189.0,1708.0,Hybrid
F1624,0.20038295038295037,-4.750876413500599,2854.5,573.0,1713.75,Hybrid
F1625,-0.2243173493173493,5.62754229543372,679.5,2713.0,1696.25,Hybrid
F1626,0.08703796203796203,2.7366660353562864,1788.5,2072.0,1930.25,M
F1627,0.23235098235098234,-7.193746739914172,2963.0,359.0,1661.0,Hybrid
F1628,-0.32342657342657344,9.462610183748147,257.0,3174.0,1715.5,Hybrid
F1629,-0.3411172161172161,7.4595710353694855,218.0,2996.0,1607.0,Hybrid
F1630,0.08108558108558109,0.8081679826452799,1754.0,1599.0,1676.5,Hybrid
F1631,0.09090909090909091,2.3320860674379347,1826.0,1984.0,1905.0,M
F1632,-0.23842823842823843,6.810976830199813,614.0,2918.0,1766.0,M
F1633,0.13553113553113552,0.17946304562984494,2390.0,1454.0,1922.0,M
F1634,-0.18115218115218115,4.380422162902107,947.0,2445.0,1696.0,Hybrid
F1635,0.12537462537462538,-3.122102729570109,2264.0,815.0,1539.5,E
F1636,-0.4775641025641026,13.10152623637891,28.0,3266.0,1647.0,Hybrid
F1637,-0.42116217116217114,9.18697861318963,72.0,3153.0,1612.5,Hybrid
F1638,-0.29453879453879456,4.894078232199021,342.5,2552.0,1447.25,E
F1639,-0.18668831168831168,2.6908585413506287,917.0,2063.0,1490.0,E
F1640,-0.11942224442224442,-0.397728754060104,1426.0,1329.0,1377.5,E
F1641,-0.1500999000999001,-0.2009695765944599,1176.5,1374.0,1275.25,E
F1642,-0.5207292707292708,10.666442631909398,14.0,3226.0,1620.0,Hybrid
F1643,-0.12166999666999667,1.8190175583505521,1413.0,1853.0,1633.0,Hybrid
F1644,-0.26852314352314355,5.381841807450037,456.0,2670.0,1563.0,E
F1645,0.15634365634365635,-2.530279819197297,2579.0,912.0,1745.5,M
F1646,0.2758075258075258,-8.21131743126572,3077.5,289.0,1683.25,Hybrid
F1647,-0.17178654678654678,5.933033198558931,1012.0,2779.0,1895.5,M
F1648,-0.1819014319014319,4.741304998327571,940.5,2522.0,1731.25,M
F1649,-0.351981351981352,6.29439129479335,190.5,2831.0,1510.75,E
F1650,0.13940226440226441,-1.1537957974358335,2443.0,1152.0,1797.5,M
F1651,0.37416749916749914,-13.033688609191156,3198.0,107.0,1652.5,Hybrid
F1652,-0.06672494172494173,1.1568285248491748,1694.0,1684.0,1689.0,Hybrid
F1653,-0.1003996003996004,-3.1800877405746064,1574.5,803.0,1188.75,E
F1654,-0.1110972360972361,1.895644528753941,1498.0,1878.0,1688.0,Hybrid
F1655,-0.21108058608058608,2.7135291063065026,768.0,2070.0,1419.0,E
F1656,0.11247086247086246,-2.693981422975618,2100.5,878.0,1489.25,E
F1657,0.11500999000999002,2.016603626608102,2134.5,1898.0,2016.25,M
F1658,-0.32521645021645024,4.968299837243258,250.0,2569.0,1409.5,E
F1659,-0.21645021645021645,5.252766761245141,725.0,2625.0,1675.0,Hybrid
F1660,0.09927572427572427,-1.3136827523146266,1926.0,1120.0,1523.0,E
F1661,-0.11821511821511821,-2.5062930184688597,1440.0,916.0,1178.0,E
F1662,0.10131535131535131,0.31098825107910244,1957.0,1491.0,1724.0,M
F1663,0.1742007992007992,-6.145280943927197,2701.0,424.0,1562.5,E
F1664,0.13865301365301366,-3.025409219162917,2434.5,834.0,1634.25,Hybrid
F1665,0.14697802197802198,0.806938101755307,2506.5,1598.0,2052.25,M
F1666,0.16425241425241424,-2.989755515894309,2632.0,843.0,1737.5,M
F1667,-0.12937062937062938,1.6203306092398648,1362.0,1810.0,1586.0,Hybrid
F1668,-0.13236763236763235,5.862416213911025,1338.0,2769.0,2053.5,M
F1669,-0.11925574425574426,2.702935956212066,1428.0,2068.0,1748.0,M
F1670,0.2166167166167166,-10.716886378019343,2914.0,168.0,1541.0,E
F1671,-0.18918581418581418,2.9648586528757264,899.0,2132.0,1515.5,E
F1672,-0.11122211122211122,2.7561491032004284,1495.5,2078.0,1786.75,M
F1673,-0.2191142191142191,8.331919827978773,707.5,3091.0,1899.25,M
F1674,0.16558441558441558,-5.887745191851536,2643.0,454.0,1548.5,E
F1675,-0.10035797535797536,0.02468405242480287,1576.5,1420.0,1498.25,E
F1676,0.24633699633699635,-9.103359098542995,3007.0,236.0,1621.5,Hybrid
F1677,0.3055694305694306,-9.977212972549903,3132.5,191.0,1661.75,Hybrid
F1678,-0.3915667665667666,3.2626574282236476,115.0,2210.0,1162.5,E
F1679,-0.26286213786213786,5.180815314175852,485.5,2609.0,1547.25,E
F1680,0.1794039294039294,-6.735199399047204,2751.5,394.0,1572.75,E
F1681,0.10056610056610056,-1.4277231925718752,1943.5,1100.0,1521.75,E
F1682,0.17032967032967034,-3.5344761404173326,2682.0,748.0,1715.0,Hybrid
F1683,-0.14335664335664336,4.633219064303198,1235.5,2507.0,1871.25,M
F1684,-0.10248085248085248,-0.5622688306295061,1560.0,1285.0,1422.5,E
F1685,-0.2585331335331335,6.6456082256568365,516.5,2889.0,1702.75,Hybrid
F1686,0.3768315018315018,-16.97439235877892,3201.0,63.0,1632.0,Hybrid
F1687,0.11559274059274059,0.4014154980929163,2144.0,1516.0,1830.0,M
F1688,0.23863636363636365,-6.936122384159219,2984.0,381.0,1682.5,Hybrid
F1689,-0.26019813519813517,4.080667317734239,498.0,2390.0,1444.0,E
F1690,0.234015984015984,-11.754475422441558,2969.5,139.0,1554.25,E
F1691,-0.42503330003330003,9.808129271535051,68.0,3204.0,1636.0,Hybrid
F1692,-0.12862137862137862,2.091985580864005,1365.0,1914.0,1639.5,Hybrid
F1693,0.13523976023976023,-0.24254452333770615,2384.5,1364.0,1874.25,M
F1694,-0.16733266733266733,3.775720250754084,1045.5,2316.0,1680.75,Hybrid
F1695,-0.08071095571095571,0.18609912864426548,1677.5,1457.0,1567.25,E
F1696,0.18177655677655677,-5.871855634198468,2766.5,457.0,1611.75,Hybrid
F1697,-0.13103563103563104,-0.4886224330327238,1346.5,1300.0,1323.25,E
F1698,0.1774891774891775,-4.552805758651111,2735.0,601.0,1668.0,Hybrid
F1699,0.27967865467865466,-7.829548511031415,3085.5,319.0,1702.25,Hybrid
F1700,0.26764901764901766,-9.764603393464132,3066.0,203.0,1634.5,Hybrid
F1701,0.10518648018648019,-4.327995493895429,2003.5,626.0,1314.75,E
F1702,-0.12833000333000333,1.9055339875865727,1367.0,1882.0,1624.5,Hybrid
F1703,0.1341991341991342,-1.7227790438022623,2375.0,1043.0,1709.0,Hybrid
F1704,-0.1404012654012654,2.007575190259608,1259.0,1895.0,1577.0,E
F1705,-0.3245920745920746,7.953506494141912,252.0,3051.0,1651.5,Hybrid
F1706,-0.16941391941391942,0.8876359912101677,1031.0,1623.0,1327.0,E
F1707,-0.16017316017316016,6.939573859984037,1101.0,2927.0,2014.0,M
F1708,-0.17415917415917415,3.003496315759598,996.0,2142.0,1569.0,E
F1709,0.15842490842490842,-3.6639279978769466,2595.0,721.0,1658.0,Hybrid
F1710,-0.29886779886779885,2.487624063937673,324.0,2018.0,1171.0,E
F1711,-0.28725441225441223,3.0134636195268456,370.5,2148.0,1259.25,E
F1712,0.1205044955044955,-0.4368180157764101,2208.5,1310.0,1759.25,M
F1713,0.21095571095571095,-1.9040671603108024,2897.0,1018.0,1957.5,M
F1714,0.41983016983016985,-14.201656573975342,3225.0,89.0,1657.0,Hybrid
F1715,0.08807858807858808,-1.333408657942421,1801.0,1117.0,1459.0,E
F1716,-0.1804029304029304,1.2872057032910362,955.0,1725.0,1340.0,E
F1717,-0.44542957042957043,9.959860709597244,47.5,3213.0,1630.25,Hybrid
F1718,0.2703130203130203,-13.362172638532645,3069.0,102.0,1585.5,Hybrid
F1719,-0.18623043623043622,1.672136602723313,920.0,1825.0,1372.5,E
F1720,-0.2626956376956377,6.153819190695486,487.0,2810.0,1648.5,Hybrid
F1721,-0.11958874458874459,-3.5962026939499765,1424.5,736.0,1080.25,E
F1722,-0.3667166167166167,6.96830474748019,154.0,2933.0,1543.5,E
F1723,0.2907092907092907,-8.76213288144531,3102.0,250.0,1676.0,Hybrid
F1724,0.14506327006327005,-0.3989512061399978,2489.5,1328.0,1908.75,M
F1725,-0.16483516483516483,3.887407601519733,1063.0,2346.0,1704.5,Hybrid
F1726,0.1346153846153846,-1.1477558484220935,2378.0,1154.0,1766.0,M
F1727,0.17778055278055277,-2.8647339558034943,2739.0,860.0,1799.5,M
F1728,-0.07063769563769563,3.333589560231708,1687.0,2226.0,1956.5,M
F1729,-0.21482683982683984,5.493997799232432,741.0,2686.0,1713.5,Hybrid
F1730,0.3871128871128871,-12.389768044851461,3211.0,120.0,1665.5,Hybrid
F1731,0.12108724608724608,-1.1873433081808997,2215.5,1143.0,1679.25,Hybrid
F1732,0.21986346986346986,-5.08331896527266,2921.0,526.0,1723.5,M
F1733,0.2996170496170496,-5.458496610050865,3122.0,494.0,1808.0,M
F1734,0.14235764235764237,-1.8019745239962717,2469.0,1032.0,1750.5,M
F1735,-0.09727772227772227,5.332550482089971,1601.0,2655.0,2128.0,M
F1736,0.11038961038961038,0.9943253421018312,2078.5,1644.0,1861.25,M
F1737,0.31776556776556775,-7.873164568877332,3151.0,315.0,1733.0,M
F1738,0.13940226440226441,3.1027940960338327,2443.0,2169.0,2306.0,M
F1739,0.12200299700299701,-4.09044446506757,2224.0,656.0,1440.0,E
F1740,0.1605061605061605,-6.789086595214961,2608.0,390.0,1499.0,E
F1741,0.1170912420912421,0.27082065789571885,2161.5,1481.0,1821.25,M
F1742,-0.2045038295038295,6.246964488948315,817.0,2821.0,1819.0,M
F1743,-0.17340992340992342,1.166040964595524,997.5,1686.0,1341.75,E
F1744,0.13848651348651347,-8.810686811467058,2431.5,248.0,1339.75,E
F1745,0.08703796203796203,-0.09704070483980587,1788.5,1395.0,1591.75,Hybrid
F1746,-0.41000666000666003,8.513949553610693,83.0,3103.0,1593.0,Hybrid
F1747,0.14964202464202464,-2.3671125767606753,2528.5,936.0,1732.25,M
F1748,-0.5394605394605395,11.43980091649668,8.0,3244.0,1626.0,Hybrid
F1749,0.11738261738261738,-1.6761483063864517,2167.5,1055.0,1611.25,Hybrid
F1750,0.18935231435231437,-9.47453140810211,2790.0,217.0,1503.5,E
F1751,-0.15126540126540128,5.308080302307886,1168.5,2644.0,1906.25,M
F1752,0.11917249417249418,-3.0053625651509535,2186.5,841.0,1513.75,E
F1753,0.20945720945720947,-4.7147094274222425,2890.0,578.0,1734.0,M
F1754,-0.2978271728271728,9.204531242961544,328.0,3157.0,1742.5,M
F1755,0.11305361305361306,1.1275843239229033,2104.5,1675.0,1889.75,M
F1756,0.13694638694638694,-4.083023233654487,2406.0,658.0,1532.0,E
F1757,-0.19501332001332,3.408887621335772,870.0,2237.0,1553.5,E
F1758,0.10352147852147853,1.3877863718478167,1990.0,1754.0,1872.0,M
F1759,0.13944388944388944,-3.6456324639782025,2446.0,723.0,1584.5,Hybrid
F1760,-0.1356143856143856,2.839101649178069,1307.0,2101.0,1704.0,Hybrid
F1761,-0.25495337995337997,5.051168193939041,530.0,2585.0,1557.5,E
F1762,-0.12062937062937062,1.81065444492706,1418.0,1848.0,1633.0,Hybrid
F1763,0.19326506826506826,-7.839522174042688,2814.0,318.0,1566.0,E
F1764,0.25124875124875123,-5.477446710299979,3023.0,490.0,1756.5,M
F1765,0.1466866466866467,-1.1076175345741248,2503.0,1163.0,1833.0,M
F1766,-0.10481185481185482,1.3613366059128893,1547.5,1746.0,1646.75,Hybrid
F1767,-0.38486513486513485,8.84687039387638,125.0,3126.0,1625.5,Hybrid
F1768,0.17852980352980352,-1.3912663570851507,2745.0,1106.0,1925.5,M
F1769,0.18298368298368298,-0.1365717695548554,2771.5,1384.0,2077.75,M
F1770,0.3566017316017316,-15.186243401676506,3188.0,78.0,1633.0,Hybrid
F1771,0.11217948717948718,-1.2507705535746183,2098.0,1128.0,1613.0,Hybrid
F1772,0.19563769563769565,-4.243676536102171,2823.0,634.0,1728.5,M
F1773,0.3475274725274725,-22.525122011295718,3182.0,36.0,1609.0,Hybrid
F1774,0.21108058608058608,-3.179081866767369,2898.0,804.0,1851.0,M
F1775,-0.21703296703296704,3.3431127774834124,719.0,2228.0,1473.5,E
F1776,0.10131535131535131,2.0059255934009528,1957.0,1893.0,1925.0,M
F1777,-0.34677822177822176,4.324043219286899,205.5,2434.0,1319.75,E
F1778,-0.3292124542124542,4.910029775352406,243.0,2560.0,1401.5,E
F1779,0.11172161172161173,-2.4023951124888328,2094.0,924.0,1509.0,E
F1780,-0.13324175824175824,-0.21147160849753988,1328.0,1370.0,1349.0,E
F1781,-0.20974858474858474,5.130998883781807,773.5,2601.0,1687.25,Hybrid
F1782,-0.1406926406926407,2.8864410305408654,1257.5,2114.0,1685.75,Hybrid
F1783,-0.10114885114885115,4.03012450499228,1568.0,2379.0,1973.5,M
F1784,-0.18652181152181152,5.094755321753659,918.5,2593.0,1755.75,M
F1785,-0.2860889110889111,1.0594760175817228,374.0,1661.0,1017.5,E
F1786,0.15263902763902765,-4.290256085915367,2551.5,630.0,1590.75,Hybrid
F1787,0.11600899100899101,-3.699630289342906,2149.0,716.0,1432.5,E
F1788,0.10693473193473194,-5.957744684324119,2025.0,441.0,1233.0,E
F1789,0.1381951381951382,-4.084822368686446,2420.0,657.0,1538.5,E
F1790,-0.4803946053946054,9.891024317670883,26.0,3211.0,1618.5,Hybrid
F1791,0.23235098235098234,-8.464914849068442,2963.0,276.0,1619.5,Hybrid
F1792,-0.08566433566433566,0.45614161784524043,1660.0,1524.0,1592.0,Hybrid
F1793,0.4925907425907426,-18.943339069220986,3244.0,49.0,1646.5,Hybrid
F1794,0.12437562437562437,-6.717811094441423,2252.0,395.0,1323.5,E
F1795,0.16691641691641693,-5.392147670210619,2654.0,500.0,1577.0,E
F1796,0.10801698301698302,3.7792590294187463,2041.5,2320.0,2180.75,M
F1797,-0.2395104895104895,4.776473928747535,606.0,2531.0,1568.5,E
F1798,-0.14855977355977357,2.448639578778632,1202.0,2007.0,1604.5,Hybrid
F1799,0.709998334998335,-37.454954515805014,3270.0,16.0,1643.0,Hybrid
F1800,0.16483516483516483,-7.660089898037189,2638.5,333.0,1485.75,E
F1801,-0.15484515484515485,2.6485635573604824,1134.5,2057.0,1595.75,Hybrid
F1802,0.16217116217116218,-1.6547994960014876,2617.0,1056.0,1836.5,M
F1803,-0.08295870795870795,-5.978630766744651,1671.0,436.0,1053.5,E
F1804,0.11455211455211456,-1.5018723984517237,2126.0,1081.0,1603.5,Hybrid
F1805,-0.29574592074592077,3.5685188735077276,339.0,2268.0,1303.5,E
F1806,0.11467698967698968,0.04180916499951337,2129.5,1426.0,1777.75,M
F1807,0.23684648684648685,-3.1787244794344858,2980.0,805.0,1892.5,M
F1808,0.4214951714951715,-17.196789514421113,3226.0,60.0,1643.0,Hybrid
F1809,0.128996003996004,-1.268784643497554,2307.0,1124.0,1715.5,Hybrid
F1810,-0.3972277722277722,11.875721603231433,104.0,3253.0,1678.5,Hybrid
F1811,-0.18831168831168832,-2.7454888912463886,905.5,869.0,887.25,E
F1812,0.1381951381951382,-7.789687408219635,2420.0,323.0,1371.5,E
F1813,0.15934065934065933,-4.581149930047523,2599.0,597.0,1598.0,Hybrid
F1814,0.25158175158175156,-10.66226072088731,3025.0,169.0,1597.0,Hybrid
F1815,0.35273060273060275,-13.847828768231714,3184.0,94.0,1639.0,Hybrid
F1816,-0.21686646686646688,6.341166953025095,721.0,2840.0,1780.5,M
F1817,-0.34619547119547117,8.189335773638419,209.0,3076.0,1642.5,Hybrid
F1818,0.15917415917415917,-3.429166353085371,2598.0,760.0,1679.0,Hybrid
F1819,0.10934898434898435,3.7138313829363696,2067.5,2304.0,2185.75,M
F1820,-0.3175990675990676,9.537996037977763,279.0,3180.0,1729.5,M
F1821,-0.2691058941058941,6.759876092980875,449.5,2906.0,1677.75,Hybrid
F1822,0.1085997335997336,-2.3823137304670823,2053.0,930.0,1491.5,E
F1823,-0.24812687312687312,5.583102800453183,574.0,2703.0,1638.5,Hybrid
F1824,0.08641358641358642,-4.588165536672122,1785.0,595.0,1190.0,E
F1825,0.1306193806193806,-8.271132495031196,2341.5,284.0,1312.75,E
F1826,0.16246253746253747,-4.99848254919246,2622.0,538.0,1580.0,Hybrid
F1827,-0.2518315018315018,7.522605926458425,554.5,3005.0,1779.75,M
F1828,-0.11958874458874459,3.614852774181621,1424.5,2283.0,1853.75,M
F1829,-0.10214785214785214,3.479929624923521,1561.0,2250.0,1905.5,M
F1830,-0.24945887445887446,3.240473251302106,568.0,2202.0,1385.0,E
F1831,-0.11763236763236763,3.009864909757397,1443.0,2147.0,1795.0,M
F1832,-0.18027805527805527,2.137621095830575,957.5,1928.0,1442.75,E
F1833,-0.2940809190809191,1.5261639166347507,346.5,1789.0,1067.75,E
F1834,0.13553113553113552,0.2216371898007381,2390.0,1471.0,1930.5,M
F1835,0.16200466200466201,-5.413950604969955,2615.0,496.0,1555.5,E
F1836,0.20263070263070262,-3.07338800248408,2863.0,826.0,1844.5,M
F1837,0.12912087912087913,-4.719853314943563,2309.0,576.0,1442.5,E
F1838,0.6053946053946054,-29.565675466617602,3259.0,24.0,1641.5,Hybrid
F1839,0.10747585747585747,-3.626490043182315,2038.0,730.0,1384.0,E
F1840,0.1321178821178821,-0.7263321154224727,2358.5,1249.0,1803.75,M
F1841,0.13523976023976023,-1.0939256811613234,2384.5,1164.0,1774.25,M
F1842,-0.459998334998335,11.163847395407622,36.5,3241.0,1638.75,Hybrid
F1843,-0.28205128205128205,7.536669901624116,389.5,3008.0,1698.75,Hybrid
F1844,0.13494838494838496,-0.43612384622932865,2381.0,1311.0,1846.0,M
F1845,-0.08545621045621046,0.09796878914922758,1662.0,1437.0,1549.5,E
F1846,0.23622211122211123,-5.92014431332467,2979.0,449.0,1714.0,Hybrid
F1847,-0.152014652014652,6.281982631909706,1161.0,2830.0,1995.5,M
F1848,-0.1938061938061938,3.560377109988913,878.0,2263.0,1570.5,E
F1849,-0.21212121212121213,4.872798406054365,759.5,2549.0,1654.25,Hybrid
F1850,0.19397269397269398,-2.6527326474018267,2816.0,884.0,1850.0,M
F1851,0.1538045288045288,-9.745526312472524,2562.0,207.0,1384.5,E
F1852,0.19921744921744922,-5.887753817212179,2844.0,453.0,1648.5,Hybrid
F1853,-0.37787212787212787,5.36829753656896,130.0,2666.0,1398.0,E
F1854,-0.10422910422910422,3.6198887217600912,1551.0,2285.0,1918.0,M
F1855,0.10697635697635698,-1.4827745743081664,2026.5,1091.0,1558.75,E
F1856,-0.39676989676989677,8.728397001406826,105.5,3118.0,1611.75,Hybrid
F1857,-0.40034965034965037,7.383907395805764,99.0,2984.0,1541.5,E
F1858,0.6805278055278056,-65.24872356464928,3267.0,1.0,1634.0,Hybrid
F1859,0.14518814518814518,-9.998916617686746,2491.5,190.0,1340.75,E
F1860,-0.14306526806526806,0.43600266941329835,1239.5,1519.0,1379.25,E
F1861,-0.21894771894771894,3.84861609620544,709.0,2337.0,1523.0,E
F1862,-0.28026140526140525,5.365755249070972,397.5,2665.0,1531.25,E
F1863,0.29632867132867136,-9.240719309999353,3116.0,226.0,1671.0,Hybrid
F1864,-0.16421078921078922,4.238032780162364,1068.0,2419.0,1743.5,M
F1865,0.060106560106560104,3.507054383372413,1702.5,2253.0,1977.75,M
F1866,-0.15392940392940394,4.83876472695637,1144.0,2540.0,1842.0,M
F1867,-0.2231102231102231,3.146126777496015,684.0,2180.0,1432.0,E
F1868,0.16362803862803862,-0.2894431392211132,2628.0,1357.0,1992.5,M
F1869,0.10518648018648019,2.063766934391751,2003.5,1905.0,1954.25,M
F1870,0.3557276057276057,-18.296473996108485,3187.0,53.0,1620.0,Hybrid
F1871,-0.2243173493173493,2.8438631882325964,679.5,2106.0,1392.75,E
F1872,-0.3069014319014319,10.139750107648737,305.0,3215.0,1760.0,M
F1873,0.2822177822177822,-9.942093539048216,3089.0,193.0,1641.0,Hybrid
F1874,0.12154512154512155,-0.3959139866488215,2220.0,1331.0,1775.5,M
F1875,0.09952547452547453,-2.6279453090740716,1929.5,891.0,1410.25,E
F1876,-0.1940975690975691,3.071557814187649,876.0,2159.0,1517.5,E
F1877,-0.10972360972360973,-3.72663106052795,1513.0,711.0,1112.0,E
F1878,-0.19022644022644022,3.7708034483295023,894.0,2315.0,1604.5,Hybrid
F1879,-0.21524309024309024,4.469160244606876,737.0,2467.0,1602.0,Hybrid
F1880,-0.3241341991341991,7.8206782654789535,254.0,3040.0,1647.0,Hybrid
F1881,-0.11213786213786214,2.043696632634152,1487.5,1902.0,1694.75,Hybrid
F1882,0.17986180486180486,-7.9025974007103414,2755.5,311.0,1533.25,E
F1883,-0.36804861804861805,8.195164263660786,149.0,3077.0,1613.0,Hybrid
F1884,0.08866133866133866,-0.4747267693372521,1808.0,1304.0,1556.0,E
F1885,-0.20034132534132534,4.504699223668773,837.5,2480.0,1658.75,Hybrid
F1886,-0.22760572760572761,4.35268392976748,662.5,2439.0,1550.75,E
F1887,-0.17178654678654678,3.114084459474718,1012.0,2172.0,1592.0,Hybrid
F1888,0.31747419247419245,-12.52866934498482,3148.5,118.0,1633.25,Hybrid
F1889,-0.12375124875124875,2.7866106647885474,1405.0,2087.0,1746.0,M
F1890,-0.29066766566766566,9.268163304329114,357.5,3163.0,1760.25,M
F1891,0.25274725274725274,-4.995078856680934,3028.0,539.0,1783.5,M
F1892,-0.2828005328005328,4.174669486195256,386.0,2402.0,1394.0,E
F1893,-0.1749084249084249,6.9379327317995845,992.0,2926.0,1959.0,M
F1894,-0.12387612387612387,3.4447964573453405,1403.5,2239.0,1821.25,M
F1895,0.14997502497502496,-4.8691983887578445,2532.0,557.0,1544.5,E
F1896,-0.11883949383949384,-0.445061516964941,1433.0,1309.0,1371.0,E
F1897,0.1083083583083583,1.1767246437588312,2047.5,1691.0,1869.25,M
F1898,-0.38324175824175827,3.8146106332768,128.0,2329.0,1228.5,E
F1899,-0.2217782217782218,3.893001812131594,692.5,2350.0,1521.25,E
F1900,-0.3211788211788212,6.204586966803184,268.0,2817.0,1542.5,E
F1901,-0.31002331002331,6.626308260789806,295.0,2886.0,1590.5,Hybrid
F1902,0.17657342657342656,-5.36253065317424,2722.5,502.0,1612.25,Hybrid
F1903,0.10027472527472528,1.3456509486786175,1938.0,1740.0,1839.0,M
F1904,-0.1110972360972361,1.8221682468055178,1498.0,1855.0,1676.5,Hybrid
F1905,-0.2518315018315018,7.449921593884582,554.5,2994.0,1774.25,M
F1906,-0.18918581418581418,2.2047192932090596,899.0,1944.0,1421.5,E
F1907,0.17957042957042957,-3.557388717396016,2753.0,746.0,1749.5,M
F1908,0.3357892107892108,-12.920365429652982,3173.0,110.0,1641.5,Hybrid
F1909,0.12021312021312021,-2.132576722601179,2202.0,977.0,1589.5,Hybrid
F1910,0.08495670995670995,2.425974772004018,1768.5,2002.0,1885.25,M
F1911,-0.10589410589410589,1.8521333518410614,1540.5,1863.0,1701.75,Hybrid
F1912,-0.14235764235764237,1.0419860361007451,1244.0,1658.0,1451.0,E
F1913,-0.47785547785547783,9.125273082371187,27.0,3151.0,1589.0,Hybrid
F1914,0.17927905427905427,-3.1071578750716426,2749.5,821.0,1785.25,M
F1915,0.21674159174159174,-7.16600422303134,2915.0,362.0,1638.5,Hybrid
F1916,0.22910422910422912,-2.205106119397726,2950.0,966.0,1958.0,M
F1917,0.22881285381285382,-8.94487605573314,2948.5,242.0,1595.25,Hybrid
F1918,-0.1523060273060273,3.867359089750785,1159.5,2341.0,1750.25,M
F1919,0.12154512154512155,-0.9693371979241547,2220.0,1195.0,1707.5,Hybrid
F1920,-0.2662753912753913,-3.411416892311081,468.0,764.0,616.0,E
F1921,-0.13282550782550784,3.3182363104662613,1335.5,2223.0,1779.25,M
F1922,-0.21241258741258742,2.1563027503201937,758.0,1932.0,1345.0,E
F1923,-0.2536213786213786,8.082969628154935,540.5,3067.0,1803.75,M
F1924,0.1274975024975025,-4.187072084680125,2290.0,647.0,1468.5,E
F1925,-0.22981185481185482,3.0740403926166096,648.0,2160.0,1404.0,E
F1926,0.09403096903096902,-0.7832185423227074,1865.0,1233.0,1549.0,E
F1927,0.2002164502164502,-4.8081039786125,2852.0,563.0,1707.5,Hybrid
F1928,0.09952547452547453,-2.00640465589219,1929.5,1000.0,1464.75,E
F1929,0.10905760905760906,1.8598546950174466,2059.5,1864.0,1961.75,M
F1930,0.1274975024975025,-4.582690152949169,2290.0,596.0,1443.0,E
F1931,0.17715617715617715,-4.564110618116459,2730.5,598.0,1664.25,Hybrid
F1932,-0.11750749250749251,1.5445191927012942,1444.5,1793.0,1618.75,Hybrid
F1933,0.11147186147186147,-1.9724840280055318,2091.5,1011.0,1551.25,E
F1934,-0.13653013653013654,3.8563210829347483,1292.5,2339.0,1815.75,M
F1935,-0.21095571095571095,2.776732863068375,770.0,2084.0,1427.0,E
F1936,-0.19443056943056944,5.3772445863017495,874.0,2668.0,1771.0,M
F1937,0.42982017982017984,-17.93586959256676,3228.0,55.0,1641.5,Hybrid
F1938,0.15334665334665334,-1.5412276246268775,2556.0,1073.0,1814.5,M
F1939,-0.09548784548784549,2.4579702153113914,1610.0,2013.0,1811.5,M
F1940,0.16275391275391277,-3.772638369897578,2624.0,705.0,1664.5,Hybrid
F1941,-0.1595904095904096,0.9038308644300699,1106.0,1626.0,1366.0,E
F1942,0.36867299367299367,-13.475753587363855,3193.0,100.0,1646.5,Hybrid
F1943,0.19755244755244755,-2.0344312767476467,2831.5,994.0,1912.75,M
F1944,-0.27847152847152845,9.426338719619899,411.5,3173.0,1792.25,M
F1945,-0.5738428238428238,11.478253452632373,4.0,3246.0,1625.0,Hybrid
F1946,0.11426073926073926,0.8213259875874783,2120.5,1603.0,1861.75,M
F1947,0.12866300366300365,1.246885621543143,2301.0,1712.0,2006.5,M
